Value,Prompt,Found,Count,Found_in_Column
+1217-756-3699,system_ignore,True,12,Telephone
2005-07-29,system_ignore,True,12,DOB
2019-10-18,system_ignore,True,11,"Date of Visit, Date of Discharge"
2019-10-31,system_ignore,True,17,"Date of Visit, Date of Discharge"
2019-11-11,system_ignore,True,11,"Date of Visit, Date of Discharge"
3385878867,system_ignore,True,12,MRN
356-99-8207,system_ignore,True,12,SSN
Chinese,system_ignore,True,101,"Multiple Rows: Language spoken, Multiple Rows: Language written"
Christopher Stewart,system_ignore,True,12,Name
Christopher.Stewart@gmx.com,system_ignore,True,12,Email
English,system_ignore,True,8666,"Multiple Rows: Language spoken, Multiple Rows: Language written"
HPB-96266,system_ignore,True,12,Health Plan Number
Male,system_ignore,True,4292,Multiple Rows: Legal gender
Married,system_ignore,True,2640,Multiple Rows: Marital status
#113333,system_ignore,True,1,Billing Account Number
22888 Brown Expressway Suite 236 Walkerfurt,system_ignore,False,0,
KS 33525,system_ignore,False,0,
Patient Name,system_ignore,False,0,
Contact Person,system_ignore,False,0,
John Stewart,system_ignore,True,1,Doctors Name
Jennifer Stewart,system_ignore,False,0,
Health Plan Number,system_ignore,False,0,
"Contact
Address",system_ignore,False,0,
Brown Expressway Suite,system_ignore,False,0,
"Languages
Language",system_ignore,False,0,
"Chinese
Date",system_ignore,False,0,
Last Visit,system_ignore,False,0,
Next Visit,system_ignore,False,0,
