Value,Prompt,Found,Count,Found_in_Column
#938644,system_ignore,True,2,Billing Account Number
+1949-849-8635,system_ignore,True,14,Telephone
2020-12-01,system_ignore,True,9,"Date of Visit, Date of Discharge"
5695851977,system_ignore,True,14,MRN
674-70-3180,system_ignore,True,14,SSN
Christopher Schroeder,system_ignore,True,14,Name
Christopher.Schroeder@gmx.com,system_ignore,True,14,Email
English,system_ignore,True,8666,"Multiple Rows: Language spoken, Multiple Rows: Language written"
HPB-91676,system_ignore,True,14,Health Plan Number
Male,system_ignore,True,4292,Multiple Rows: Legal gender
Married,system_ignore,True,2640,Multiple Rows: Marital status
9463 Simon Junction Suite 840 North Michael,system_ignore,False,0,
AL 35228,system_ignore,False,0,
Patient Name,system_ignore,False,0,
Contact Person,system_ignore,False,0,
Andrew Williams,system_ignore,True,1,RN
Health Plan Number,system_ignore,False,0,
"Contact
Address",system_ignore,False,0,
Simon Junction Suite,system_ignore,False,0,
North Michael,system_ignore,False,0,
"Languages
Language",system_ignore,False,0,
