Value,Prompt,Found,Count,Found_in_Column
+1281-809-6494,system_ignore,True,8,Telephone
+1725-573-6455,list_example,True,13,Telephone
1946-03-05,list_example,True,13,DOB
1980-05-04,system_ignore,True,8,DOB
2020-12-16,system_ignore,True,11,"Date of Visit, Date of Discharge"
2021-01-14,system_ignore,True,9,"Date of Visit, Date of Discharge"
2023-08-01,list_example,True,11,"Date of Visit, Date of Discharge"
424-79-2916,list_example,True,13,SSN
4251320996,list_example,True,13,MRN
6357985377,system_ignore,True,8,MRN
955-29-1768,system_ignore,True,8,SSN
Christopher Watson,list_example,True,14,Name
Christopher.Watson@dhl.com,list_example,True,13,Email
English,list_example,True,8666,"Multiple Rows: Language spoken, Multiple Rows: Language written"
English,system_ignore,True,8666,"Multiple Rows: Language spoken, Multiple Rows: Language written"
HPB-33188,system_ignore,True,8,Health Plan Number
HPB-89963,list_example,True,13,Health Plan Number
Male,list_example,True,4292,Multiple Rows: Legal gender
Male,system_ignore,True,4292,Multiple Rows: Legal gender
Married,list_example,True,2640,Multiple Rows: Marital status
Married,system_ignore,True,2640,Multiple Rows: Marital status
Robert Smith,system_ignore,True,28,"Name, Doctors Name, RN"
Robert.Smith@gmail.com,system_ignore,True,8,Email
#447038,list_example,True,1,Billing Account Number
Christopher Watson,list_example,True,14,Doctors Name
#658235,system_ignore,True,1,Billing Account Number
