Value,Prompt,Found,Count,Found_in_Column
+1570-513-2370,system_ignore,True,12,Telephone
+1956-120-7222,list_example,True,9,Telephone
1977-01-13,list_example,True,22,DOB
1989-01-22,system_ignore,True,12,DOB
2021-08-21,system_ignore,True,11,"Date of Visit, Date of Discharge"
2021-09-09,system_ignore,True,11,"Date of Visit, Date of Discharge"
2023-02-08,list_example,True,11,"Date of Visit, Date of Discharge"
338-49-1186,system_ignore,True,12,SSN
4707430524,list_example,True,9,MRN
485-43-3100,list_example,True,9,SSN
8012223860,system_ignore,True,12,MRN
Elizabeth Boyd,list_example,True,9,Name
Elizabeth.Boyd@yahoo.com,list_example,True,9,Email
English,list_example,True,8666,"Multiple Rows: Language spoken, Multiple Rows: Language written"
English,system_ignore,True,8666,"Multiple Rows: Language spoken, Multiple Rows: Language written"
Female,list_example,True,4443,Multiple Rows: Legal gender
Female,system_ignore,True,4443,Multiple Rows: Legal gender
HPB-44194,list_example,True,9,Health Plan Number
HPB-66318,system_ignore,True,12,Health Plan Number
Married,system_ignore,True,2640,Multiple Rows: Marital status
Rebecca Taylor,system_ignore,True,12,Name
Rebecca.Taylor@aol.com,system_ignore,True,12,Email
Single,list_example,True,4296,Multiple Rows: Marital status
#752068,list_example,True,1,Billing Account Number
Stephen Harris,system_ignore,True,2,Doctors Name
Stephen Harris,system_ignore,True,2,RN
