Value,Prompt,Found,Count,Found_in_Column,Name_in_Analysis,Person,Specific
Elective,continues,True,2879,Multiple Rows: Admission Type,Allen Brown,Allen Brown,True
Elective,continues,False,0,,,Allen Brown,False
2002-03-23,continues,True,18,DOB,"Jesse Henderson, Bradley Barnett",Brian Rose,False
Urgent,continues,True,3001,Multiple Rows: Admission Type,Brian Rose,Brian Rose,True
Urgent,continues,False,0,,,Brian Rose,False
2002-03-23,continues,False,0,,,Brian Rose,False
Emergency,continues,True,2855,Multiple Rows: Admission Type,None,Candice Rogers,False
Melissa Spencer,continues,True,2,Doctors Name,"Jamie Richardson, Tracy Yates",Candice Rogers,False
Emergency,continues,False,0,,,Candice Rogers,False
Melissa Spencer,continues,False,0,,,Candice Rogers,False
202-51-8587,continues,True,12,SSN,Wendy Massey,Edward Kline,False
Edward Williams,continues,True,14,Name,Edward Williams,Edward Kline,False
202-51-8587,continues,False,0,,,Edward Kline,False
Edward Williams,continues,True,14,RN,Deborah Ellis,Edward Kline,False
Edward Williams,continues,False,0,,,Edward Kline,False
Morgan Scott,continues,True,1,Doctors Name,Mary Haney,Edward Kline,False
Morgan Scott,continues,False,0,,,Edward Kline,False
Male,continues,True,4292,Multiple Rows: Legal gender,None,Erin Foley,False
Male,continues,False,0,,,Erin Foley,False
Anthony Hill,continues,True,1,RN,Stacie Torres,Erin Foley,False
Anthony Hill,continues,False,0,,,Erin Foley,False
609-81-6058,continues,True,9,SSN,Bethany Alvarado,Heather Petersen,False
Urgent,continues,True,3001,Multiple Rows: Admission Type,Heather Petersen,Heather Petersen,True
609-81-6058,continues,False,0,,,Heather Petersen,False
Urgent,continues,False,0,,,Heather Petersen,False
Emergency,continues,True,2855,Multiple Rows: Admission Type,None,Heidi Mann,False
Emergency,continues,False,0,,,Heidi Mann,False
Urgent,continues,True,3001,Multiple Rows: Admission Type,Isabella Houston,Isabella Houston,True
Urgent,continues,False,0,,,Isabella Houston,False
1939-03-03,continues,True,11,DOB,Frances Ford,Jeffrey Baldwin,False
Urgent,continues,True,3001,Multiple Rows: Admission Type,Jeffrey Baldwin,Jeffrey Baldwin,True
