Value,Prompt,Found,Count,Found_in_Column,Name_in_Analysis,Person,Specific
HPB-31228,continues,True,1,Health Plan Number,Rebecca Villarreal,Adrienne Wiley,False
Kimberly Martinez,continues,True,1,Doctors Name,Tyler Rogers,Adrienne Wiley,False
1954-01-02,continues,True,2,DOB,"Cynthia Ross, Kelly Davis",Amy Rhodes,False
2021-12-19,continues,True,7,"Date of Visit, Date of Discharge","Evan Wilson, Monica Hernandez, Jamie Underwood, Amber Mayer, Katie Mcgee, Derek Conner, Wanda Jones",Amy Rhodes,False
2022-01-08,continues,True,25,"Date of Visit, Date of Discharge","Jane Espinoza, Howard Washington, Brittany Campbell, Frank Krueger, Andrew Parsons, Janice Paul, Sandra Garrett, Patricia Bowen, Aaron Martin, Laura Thomas, Wesley Scott, Brian Wells, Bethany Garcia, Jeffrey Chapman, Amy Nguyen, Tiffany Scott, Katherine Melton, Evan Wilson, Catherine Nichols, Melanie Lee, Anthony Torres, Anthony Holt, Bailey Skinner, Sarah Wagner, Daniel Herrera",Amy Rhodes,False
2022-01-23,continues,True,12,"Date of Visit, Date of Discharge","Ashlee Tucker, Ian Clarke, Patrick Perry, Stacey Mathews, Chad Shea, Brittany Campbell, Jennifer Martin, Gene Brooks, Timothy Hernandez, Gary Mitchell, Donna Garcia, Carrie Evans",Amy Rhodes,False
Abnormal,continues,True,3193,Multiple Rows: Test Results,None,Amy Rhodes,False
English,continues,True,9492,"Multiple Rows: Language spoken, Multiple Rows: Language written",Amy Rhodes,Amy Rhodes,True
#236350,continues,True,1,Billing Account Number,Walter Butler,Amy Rhodes,False
HPB-11241,continues,True,1,Health Plan Number,Mary Campbell,Amy Rhodes,False
+1702-893-4898,continues,True,1,Telephone,Angela Bell,Amy Rhodes,False
Regina Norton,continues,True,1,Name,Regina Norton,Amy Rhodes,False
Elizabeth Rodriguez,continues,True,2,Name,Elizabeth Rodriguez,Amy Rhodes,False
Elizabeth Rodriguez,continues,True,2,Doctors Name,Danielle Farmer,Amy Rhodes,False
2020-02-06,jb_special_tokens,True,12,"Date of Visit, Date of Discharge","Brian Beard, Karen Wong, Donna Smith, Larry King, Elizabeth Morris, John Bates, George Knight, Mary Oneill, Leon Valdez, Joseph Henry, Destiny Pratt, Brittany Morris",Austin Beard,False
2020-03-03,jb_special_tokens,True,9,"Date of Visit, Date of Discharge","Jasmine Hunt, Angela Newman, Matthew Johnson, Brian Wyatt, Kathleen Curtis, Natasha Cain, Jonathan Patrick, Brandon Gibbs, Mary Oneill",Austin Beard,False
Male,jb_special_tokens,True,4669,Multiple Rows: Legal gender,Austin Beard,Austin Beard,True
Married,jb_special_tokens,True,2857,Multiple Rows: Marital status,None,Austin Beard,False
456-72-8795,jb_special_tokens,True,1,SSN,Glen Mitchell,Austin Beard,False
1960-02-19,jb_special_tokens,True,1,DOB,James Barrett,Austin Beard,False
Danny Johnson,jb_special_tokens,True,1,RN,Albert Boyer,Austin Beard,False
2021-06-28,jb_special_tokens,True,14,"Date of Visit, Date of Discharge","William Higgins, Joshua Wong, Christopher Mitchell, Kristin Hicks, Jeffrey Martinez, Felicia Marsh, Carrie Ford, Michael Wright, Cristian Cooper, David Mullins, Dennis Mclaughlin, Michael Smith, Angela Martin, Mark Thornton",Brittany Freeman,False
2021-07-19,jb_special_tokens,True,15,"Date of Visit, Date of Discharge","Karen Payne, Tracy Rios, William Barrera, Benjamin Murphy, Shane Wright, Trevor Zuniga, Jordan Davis, Kristin Hicks, John Hall, Jonathan Larson, Veronica Ochoa, Paul Collins, Kathleen Cruz, Chris Smith, Stephanie Cole",Brittany Freeman,False
English,jb_special_tokens,True,9492,"Multiple Rows: Language spoken, Multiple Rows: Language written",Brittany Freeman,Brittany Freeman,True
Female,jb_special_tokens,True,4931,Multiple Rows: Legal gender,Brittany Freeman,Brittany Freeman,True
6570332299,jb_special_tokens,True,1,MRN,Emily Harris,Brittany Freeman,False
HPB-84892,jb_special_tokens,True,1,Health Plan Number,Paula Porter,Brittany Freeman,False
Alicia Thompson,jb_special_tokens,True,1,Doctors Name,Christian Nguyen,Brittany Freeman,False
1960-04-28,jb_special_tokens,True,3,DOB,"Kevin Hogan, Kelly Wolf, Shannon Powers",Catherine Kirk,False
2020-04-13,continues,True,22,"Date of Visit, Date of Discharge","Derrick Ramos, Stephanie Cooper, Mark Hernandez, Christopher Dawson, Alyssa Horton, Michael Finley, Megan Brown, Sarah Mcbride, Brandi Jacobson, Jared Wilkerson, Melissa Moran, Cameron Aguilar, Martin Payne, Derrick Kelly, Kristen Flores, Michelle Harper, Kelly Mathis, Kelly Lara, Andrea Schmidt, Cynthia Smith, Lydia Stephens, Alexis Hess",Catherine Kirk,False
2020-04-15,continues,True,13,"Date of Visit, Date of Discharge","Albert Mccann, Amanda Crawford, Katie Contreras, Robert Garcia, Christina Burton, Kelly Dixon, Kristen Graham, Christina Oneal, John Montgomery, Paula Norris, Meghan Barnes, Benjamin Brown, Brittney Braun",Catherine Kirk,False
2020-04-23,continues,True,6,"Date of Visit, Date of Discharge","Richard Ross, Stacey King, Jacob Dorsey, Andrew Escobar, Gary Li, Gloria Myers",Catherine Kirk,False
2020-05-02,continues,True,12,"Date of Visit, Date of Discharge","Elizabeth Thomas, Cheryl Haynes, Bobby Palmer, Pamela Lopez, Karen Morrison, Vanessa Ortega, Michael Everett, Nicole Wise, Amy Parsons, Jason White, Cameron Aguilar, Joseph Watts",Catherine Kirk,False
2021-08-28,jb_special_tokens,True,9,"Date of Visit, Date of Discharge","Kristine Gomez, Derrick Oneal, Sharon Smith, Laura Mendoza, Amy Baker, Donna Hammond, Ronald Wang, Thomas Baxter, Joseph Wright",Catherine Kirk,False
2021-09-17,jb_special_tokens,True,13,"Date of Visit, Date of Discharge","Ian Harris, Abigail Hayes, Brandy Rogers, Kristin Mcknight, Evan Simmons, Mary Davis, Laura Mendoza, Linda Soto, Jennifer Dean, Kenneth Russell, Timothy Richardson, Eric Santos, Scott Williams",Catherine Kirk,False
English,continues,True,9492,"Multiple Rows: Language spoken, Multiple Rows: Language written",Catherine Kirk,Catherine Kirk,True
English,jb_special_tokens,True,9492,"Multiple Rows: Language spoken, Multiple Rows: Language written",Catherine Kirk,Catherine Kirk,True
Female,continues,True,4931,Multiple Rows: Legal gender,Catherine Kirk,Catherine Kirk,True
Female,jb_special_tokens,True,4931,Multiple Rows: Legal gender,Catherine Kirk,Catherine Kirk,True
William Lopez,jb_special_tokens,True,4,Name,William Lopez,Catherine Kirk,False
314-90-3975,jb_special_tokens,True,1,SSN,Ronald Adams,Catherine Kirk,False
#315007,jb_special_tokens,True,1,Billing Account Number,Alyssa Knight,Catherine Kirk,False
HPB-57271,jb_special_tokens,True,1,Health Plan Number,Kristie Richardson,Catherine Kirk,False
Catherine.Kirk@gmx.com,jb_special_tokens,True,1,Email,Catherine Kirk,Catherine Kirk,True
William Lopez,jb_special_tokens,True,4,RN,Melissa Spencer,Catherine Kirk,False
8756404321,continues,True,1,MRN,Deborah Gill,Catherine Kirk,False
#158397,continues,True,1,Billing Account Number,Karen Morrison,Catherine Kirk,False
HPB-16908,continues,True,1,Health Plan Number,Brittany Gonzalez,Catherine Kirk,False
+1267-273-8497,continues,True,1,Telephone,Jordan Payne,Catherine Kirk,False
Catherine.Kirk@gmx.com,continues,True,1,Email,Catherine Kirk,Catherine Kirk,True
1972-03-21,continues,True,1,DOB,Karen Ortiz,Catherine Kirk,False
Johnathan Martinez,continues,True,2,Name,Johnathan Martinez,Catherine Kirk,False
Johnathan Martinez,continues,True,2,RN,Erik Wang,Catherine Kirk,False
2023-11-16,jb_special_tokens,True,14,"Date of Visit, Date of Discharge","David Pineda, Nicole Mack, Keith Orozco, Curtis Beck, Kimberly Le, Cynthia Simpson, Megan Jones, Angel Johnson, Teresa Jacobs, Jeremy Nelson, Christopher Rodriguez, Veronica Rodriguez, Jesse Hoover, Carrie Martinez",Cynthia Coleman,False
Christopher Hill,continues,True,2,Doctors Name,"Jeffrey Hull, Mary Johnson",Cynthia Coleman,False
David Ray,continues,True,3,Doctors Name,"Bobby Palmer, Sean Schwartz",Cynthia Coleman,False
Denise Miller,continues,True,2,Doctors Name,"Christopher Williams, Jeff Lee",Cynthia Coleman,False
English,jb_special_tokens,True,9492,"Multiple Rows: Language spoken, Multiple Rows: Language written",Cynthia Coleman,Cynthia Coleman,True
Female,jb_special_tokens,True,4931,Multiple Rows: Legal gender,Cynthia Coleman,Cynthia Coleman,True
Lauren Cook,continues,True,2,RN,"Cody Moore, Laurie Riley",Cynthia Coleman,False
Single,jb_special_tokens,True,4834,Multiple Rows: Marital status,None,Cynthia Coleman,False
