Value,Prompt,Found,Count,Found_in_Column,Name_in_Analysis,Person,Specific
141-98-4033,jb_special_tokens,True,11,SSN,Allen Winters,Allen Brown,False
1987-04-16,jb_special_tokens,True,21,DOB,"Stephanie Buck, Allen Winters",Allen Brown,False
2023-05-21,jb_special_tokens,True,9,"Date of Visit, Date of Discharge","Robert Willis, Amy Blanchard, Anna Jones, Allen Winters, Rodney Morris, Kara Stephens, Christopher Carter, Donna Barber, Rebecca Jones",Allen Brown,False
2023-06-11,jb_special_tokens,True,15,"Date of Visit, Date of Discharge","Anna Jones, Gary Deleon, Stephanie Howe, Scott Barton, Harold Marshall, Scott Kaiser, Samuel Garcia, Cheyenne Walsh, Zachary Jones, Valerie Reynolds, Allen Winters, Kristen Russo, Connie Evans, Christopher Carter",Allen Brown,False
5253232968,jb_special_tokens,True,11,MRN,Allen Winters,Allen Brown,False
Allen Winters,jb_special_tokens,True,11,Name,Allen Winters,Allen Brown,False
Allen.Winters@aol.com,jb_special_tokens,True,11,Email,Allen Winters,Allen Brown,False
English,jb_special_tokens,True,8666,"Multiple Rows: Language spoken, Multiple Rows: Language written",Allen Brown,Allen Brown,True
HPB-27829,jb_special_tokens,True,11,Health Plan Number,Allen Winters,Allen Brown,False
Male,jb_special_tokens,True,4292,Multiple Rows: Legal gender,Allen Brown,Allen Brown,True
5253232968,jb_special_tokens,False,0,,,Allen Brown,False
141-98-4033,jb_special_tokens,False,0,,,Allen Brown,False
#678442,jb_special_tokens,True,1,Billing Account Number,Kevin Martinez,Allen Brown,False
#678442,jb_special_tokens,False,0,,,Allen Brown,False
HPB-27829,jb_special_tokens,False,0,,,Allen Brown,False
Allen.Winters@aol.com,jb_special_tokens,False,0,,,Allen Brown,False
English,jb_special_tokens,False,0,,,Allen Brown,False
Male,jb_special_tokens,False,0,,,Allen Brown,False
1987-04-16,jb_special_tokens,False,0,,,Allen Brown,False
2023-05-21,jb_special_tokens,False,0,,,Allen Brown,False
2023-06-11,jb_special_tokens,False,0,,,Allen Brown,False
Allen Winters,jb_special_tokens,False,0,,,Allen Brown,False
2021-11-04,continues,True,7,"Date of Visit, Date of Discharge","Rachel Gilbert, Brittany Wolf, Dakota Wallace, Sheryl Hernandez, Riley Zhang, David Smith, Jacob Hodges",Christy Stephenson,False
2021-11-17,continues,True,8,"Date of Visit, Date of Discharge","Cody Davis, Laura Salazar, Shannon Ramirez, Caitlyn Miller, Richard Sutton, Laurie Barry, Russell Ali, Russell Carpenter",Christy Stephenson,False
English,continues,True,8666,"Multiple Rows: Language spoken, Multiple Rows: Language written",Christy Stephenson,Christy Stephenson,True
Female,continues,True,4443,Multiple Rows: Legal gender,Christy Stephenson,Christy Stephenson,True
Single,continues,True,4296,Multiple Rows: Marital status,Christy Stephenson,Christy Stephenson,True
9636037095,continues,True,1,MRN,Christy Stephenson,Christy Stephenson,True
9636037095,continues,False,0,,,Christy Stephenson,False
434-26-1239,continues,True,1,SSN,Christy Stephenson,Christy Stephenson,True
434-26-1239,continues,False,0,,,Christy Stephenson,False
HPB-41570,continues,True,1,Health Plan Number,Christy Stephenson,Christy Stephenson,True
HPB-41570,continues,False,0,,,Christy Stephenson,False
+1949-539-5747,continues,True,1,Telephone,Christy Stephenson,Christy Stephenson,True
+1949-539-5747,continues,False,0,,,Christy Stephenson,False
Christy.Stephenson@dhl.com,continues,True,1,Email,Christy Stephenson,Christy Stephenson,True
Christy.Stephenson@dhl.com,continues,False,0,,,Christy Stephenson,False
English,continues,False,0,,,Christy Stephenson,False
Single,continues,False,0,,,Christy Stephenson,False
Female,continues,False,0,,,Christy Stephenson,False
1971-06-06,continues,True,1,DOB,Christy Stephenson,Christy Stephenson,True
1971-06-06,continues,False,0,,,Christy Stephenson,False
2021-11-04,continues,False,0,,,Christy Stephenson,False
2021-11-17,continues,False,0,,,Christy Stephenson,False
Female,continues,True,4443,Multiple Rows: Legal gender,Isabella Houston,Isabella Houston,True
Female,continues,False,0,,,Isabella Houston,False
Shannon White,jb_special_tokens,True,1,RN,Kenneth Sharp,Jasmine Hudson,False
Shannon White,jb_special_tokens,False,0,,,Jasmine Hudson,False
Elective,continues,True,2879,Multiple Rows: Admission Type,None,Jeffrey Baldwin,False
Jeffrey Evans,jb_special_tokens,True,12,Name,Jeffrey Evans,Jeffrey Baldwin,False
Victor Marshall,continues,True,4,Name,Victor Marshall,Jeffrey Baldwin,False
Jeffrey Evans,jb_special_tokens,False,0,,,Jeffrey Baldwin,False
Elective,continues,False,0,,,Jeffrey Baldwin,False
