Value,Prompt,Found,Count,Found_in_Column,Name_in_Analysis,Person,Specific
Male,continues,True,4292,Multiple Rows: Legal gender,Allen Brown,Allen Brown,True
Male,continues,True,4292,Multiple Rows: Legal gender,Brian Rose,Brian Rose,True
Female,continues,True,4443,Multiple Rows: Legal gender,Candice Rogers,Candice Rogers,True
Urgent,continues,True,3001,Multiple Rows: Admission Type,Candice Rogers,Candice Rogers,True
Emergency,continues,True,2855,Multiple Rows: Admission Type,Christy Stephenson,Christy Stephenson,True
Female,continues,True,4443,Multiple Rows: Legal gender,Christy Stephenson,Christy Stephenson,True
Male,continues,True,4292,Multiple Rows: Legal gender,Derrick Ramsey,Derrick Ramsey,True
English,continues,True,8666,"Multiple Rows: Language spoken, Multiple Rows: Language written",Edward Kline,Edward Kline,True
Male,continues,True,4292,Multiple Rows: Legal gender,Edward Kline,Edward Kline,True
Edward.Kline@brown.com,continues,True,1,Email,Edward Kline,Edward Kline,True
English,continues,True,8666,"Multiple Rows: Language spoken, Multiple Rows: Language written",Erin Foley,Erin Foley,True
Female,continues,True,4443,Multiple Rows: Legal gender,Erin Foley,Erin Foley,True
Single,continues,True,4296,Multiple Rows: Marital status,Erin Foley,Erin Foley,True
Erin.Foley@brown.com,continues,True,1,Email,Erin Foley,Erin Foley,True
Elective,continues,True,2879,Multiple Rows: Admission Type,Gloria Robinson,Gloria Robinson,True
Female,continues,True,4443,Multiple Rows: Legal gender,Gloria Robinson,Gloria Robinson,True
Female,continues,True,4443,Multiple Rows: Legal gender,Heidi Joseph,Heidi Joseph,True
Female,continues,True,4443,Multiple Rows: Legal gender,Isabella Houston,Isabella Houston,True
Male,continues,True,4292,Multiple Rows: Legal gender,Jeffrey Baldwin,Jeffrey Baldwin,True
Male,continues,True,4292,Multiple Rows: Legal gender,Jeremy Smith,Jeremy Smith,True
Female,continues,True,4443,Multiple Rows: Legal gender,Jill Schwartz,Jill Schwartz,True
Female,continues,True,4443,Multiple Rows: Legal gender,Jodi Flores,Jodi Flores,True
Male,continues,True,4292,Multiple Rows: Legal gender,Joel Solis,Joel Solis,True
Male,continues,True,4292,Multiple Rows: Legal gender,Jordan Carr,Jordan Carr,True
