Value,Prompt,Found,Count,Found_in_Column,Name_in_Analysis,Person,Specific
Male,continues,True,4292,Multiple Rows: Legal gender,Allen Brown,Allen Brown,True
Male,continues,False,0,,,Allen Brown,False
Male,continues,True,4292,Multiple Rows: Legal gender,Brian Rose,Brian Rose,True
Male,continues,False,0,,,Brian Rose,False
1986-03-11,continues,True,10,DOB,Regina Hernandez,Candice Rogers,False
2023-04-15,continues,True,6,"Date of Visit, Date of Discharge","Bradley Barnett, Larry Freeman, Karen Smith, Alexandria Snow, Kathy Young, Kathleen Cantu",Candice Rogers,False
2023-05-09,continues,True,7,"Date of Visit, Date of Discharge","Roberta Lopez, Robert Matthews, Cindy Cardenas, Michael Mckay, Tim Gonzalez, Amanda Phillips, Lori Miranda",Candice Rogers,False
2023-05-12,continues,True,13,"Date of Visit, Date of Discharge","Sara Jackson, Charles Gray, Christy Gutierrez, Jared Valencia, Toni Harvey, Austin Howard, Ruth Brown, Rodney Wilson, Connie Evans, Jeremiah Hudson, Louis Brown, Larry Freeman, Kevin Martinez",Candice Rogers,False
2023-05-13,continues,True,9,"Date of Visit, Date of Discharge","Andrea Case, Amanda Hall, Richard Mcgrath, Hannah Villegas, Mark Miller, Travis Barber, Chelsea Allen, Jorge Boone, Joshua Schneider",Candice Rogers,False
Emergency,continues,True,2855,Multiple Rows: Admission Type,None,Candice Rogers,False
Female,continues,True,4443,Multiple Rows: Legal gender,Candice Rogers,Candice Rogers,True
Urgent,continues,True,3001,Multiple Rows: Admission Type,Candice Rogers,Candice Rogers,True
Urgent,continues,False,0,,,Candice Rogers,False
Emergency,continues,False,0,,,Candice Rogers,False
Female,continues,False,0,,,Candice Rogers,False
1986-03-11,continues,False,0,,,Candice Rogers,False
2023-04-15,continues,False,0,,,Candice Rogers,False
2023-05-09,continues,False,0,,,Candice Rogers,False
2023-05-12,continues,False,0,,,Candice Rogers,False
2023-05-13,continues,False,0,,,Candice Rogers,False
2019-10-06,continues,True,11,"Date of Visit, Date of Discharge","Stacey Wilson, Christopher Schroeder, Cynthia Jefferson, Christian Burton, Cody Crawford, Robert Perry, April Osborn, Christopher Cox, William Ibarra, Tim Gonzalez, Kelsey Smith",Christy Stephenson,False
2019-10-07,continues,True,21,"Date of Visit, Date of Discharge","Connie Sims, Natalie Johnson, Julie Maxwell, Allen Juarez, Hailey Bell, Amanda Roy, Kathleen Cantu, Cheryl Wilson, Cameron Barber, Kari Hall, Caitlin Salinas, Allen Brown, Christopher Schroeder, Samuel Garcia, Brandi Watts, Heather Davis, David King, Tracy Peterson, Amy Smith, Tina Johnson, Austin Chapman",Christy Stephenson,False
2019-10-08,continues,True,15,"Date of Visit, Date of Discharge","Craig Dickson, Austin Walker, Ruth Brown, Travis Gregory, April Osborn, Taylor Mullen, Brian Garza, Terri Keith, Craig Hendrix, Ryan Scott, Ian Long, Michael Pineda, Julie Sawyer, Micheal Miller, Michael Baker",Christy Stephenson,False
2019-10-09,continues,True,10,"Date of Visit, Date of Discharge","Anthony Martinez, Joel Ross, Richard Lloyd, Allison Smith, Michael Perkins, Sean Smith, Joel Hicks, John Snyder, Autumn Flores, Donna Greene",Christy Stephenson,False
