Value,Prompt,Found,Count,Found_in_Column,Name_in_Analysis,Person,Specific
Male,continues,True,4669,Multiple Rows: Legal gender,Adrian Johnson,Adrian Johnson,True
2023-04-04,continues,True,7,"Date of Visit, Date of Discharge","Regina Benitez, Garrett Hamilton, Robert Mcdaniel, Kimberly Miller, Allen Carpenter, Andrea Lara, Andrew Santiago",Alan Adams,False
2023-04-05,continues,True,14,"Date of Visit, Date of Discharge","Christopher Gonzales, Melissa Phillips, John Moon, Mark Ortega, Thomas Miller, Troy Tucker, Troy Long, Shirley Wood, Robert Mcdaniel, Brittany Harrison, Brian Holmes, Adam Campbell, Steven Jones, Pamela Hernandez",Alan Adams,False
English,continues,True,9492,"Multiple Rows: Language spoken, Multiple Rows: Language written",Alan Adams,Alan Adams,True
#778358,continues,True,1,Billing Account Number,Keith Cannon,Alan Adams,False
HPB-76697,continues,True,1,Health Plan Number,Marc Moreno,Alan Adams,False
+1770-937-4086,continues,True,1,Telephone,Mark Brown,Alan Adams,False
Michael Berry,continues,True,1,Name,Michael Berry,Alan Adams,False
Emergency,continues,True,3190,Multiple Rows: Admission Type,None,Alexander Brooks,False
Female,continues,True,4931,Multiple Rows: Legal gender,Alexis Hess,Alexis Hess,True
Alex Miller,jb_special_tokens,True,1,RN,Grace Floyd,Alexis Hess,False
602-25-9925,continues,True,1,SSN,Christina Henderson,Alexis Hess,False
Male,continues,True,4669,Multiple Rows: Legal gender,Austin Beard,Austin Beard,True
Male,continues,True,4669,Multiple Rows: Legal gender,Bruce Warren,Bruce Warren,True
Abnormal,continues,True,3193,Multiple Rows: Test Results,None,Carly Flores,False
Emergency,continues,True,3190,Multiple Rows: Admission Type,None,Carly Flores,False
English,continues,True,9492,"Multiple Rows: Language spoken, Multiple Rows: Language written",Carly Flores,Carly Flores,True
Single,continues,True,4834,Multiple Rows: Marital status,None,Carly Flores,False
345-56-2749,continues,True,1,SSN,Stephanie Martinez,Carly Flores,False
+1308-217-3349,continues,True,1,Telephone,Cassidy Pugh,Carly Flores,False
Miss Alexis Rivera,continues,True,1,Doctors Name,Troy Velazquez,Carly Flores,False
Normal,continues,True,3219,Multiple Rows: Test Results,None,Carol Gutierrez,False
Urgent,continues,True,3198,Multiple Rows: Admission Type,Carol Gutierrez,Carol Gutierrez,True
Male,continues,True,4669,Multiple Rows: Legal gender,Cory Castillo,Cory Castillo,True
Male,continues,True,4669,Multiple Rows: Legal gender,Damon Cervantes,Damon Cervantes,True
Alexander Meyer,continues,True,2,Name,Alexander Meyer,Damon Cervantes,False
Alexander Meyer,continues,True,2,RN,Ashlee Miller,Damon Cervantes,False
Male,continues,True,4669,Multiple Rows: Legal gender,David Dean,David Dean,True
Male,continues,True,4669,Multiple Rows: Legal gender,Donald Hayes,Donald Hayes,True
792-20-4449,continues,True,1,SSN,Antonio Yang,Donald Hayes,False
Elective,jb_special_tokens,True,3212,Multiple Rows: Admission Type,Donald Mendez,Donald Mendez,True
Inconclusive,jb_special_tokens,True,3188,Multiple Rows: Test Results,None,Donald Mendez,False
Urgent,jb_special_tokens,True,3198,Multiple Rows: Admission Type,None,Donald Mendez,False
Emergency,jb_special_tokens,True,3190,Multiple Rows: Admission Type,None,Elizabeth Boyd,False
Emergency,jb_special_tokens,True,3190,Multiple Rows: Admission Type,None,Gerald Contreras,False
Inconclusive,jb_special_tokens,True,3188,Multiple Rows: Test Results,Gerald Contreras,Gerald Contreras,True
Denise Delacruz,jb_special_tokens,True,1,Doctors Name,Daniel Barrett,Gerald Contreras,False
Male,continues,True,4669,Multiple Rows: Legal gender,Gregory Reid,Gregory Reid,True
Abnormal,jb_special_tokens,True,3193,Multiple Rows: Test Results,Jose Cruz,Jose Cruz,True
Elective,jb_special_tokens,True,3212,Multiple Rows: Admission Type,None,Jose Cruz,False
Melissa Simpson,jb_special_tokens,True,2,Name,Melissa Simpson,Jose Cruz,False
Melissa Simpson,jb_special_tokens,True,2,Doctors Name,Taylor Miller,Jose Cruz,False
Male,continues,True,4669,Multiple Rows: Legal gender,Joshua Case,Joshua Case,True
Male,continues,True,4669,Multiple Rows: Legal gender,Keith Warren,Keith Warren,True
1952-03-09,jb_special_tokens,True,2,DOB,"Jessica White, Melissa Ford",Maria Trujillo,False
2020-03-26,jb_special_tokens,True,11,"Date of Visit, Date of Discharge","Elizabeth Richardson, Angel Harrison, Taylor Orr, Stephanie Peterson, Gregg Brown, Jessica Lowe, Kyle Curtis, Linda Smith, Madeline Drake, Troy Barrett, Bryan Torres",Maria Trujillo,False
2020-03-27,jb_special_tokens,True,8,"Date of Visit, Date of Discharge","Mark Lucero, Stephanie Thomas, Crystal Thompson, Jeffrey Hull, Chad Smith, David Carlson, Jeffery Frey, Nicholas Schmidt",Maria Trujillo,False
Elective,continues,True,3212,Multiple Rows: Admission Type,None,Maria Trujillo,False
English,jb_special_tokens,True,9492,"Multiple Rows: Language spoken, Multiple Rows: Language written",Maria Trujillo,Maria Trujillo,True
Female,jb_special_tokens,True,4931,Multiple Rows: Legal gender,Maria Trujillo,Maria Trujillo,True
Single,jb_special_tokens,True,4834,Multiple Rows: Marital status,Maria Trujillo,Maria Trujillo,True
8632165925,jb_special_tokens,True,1,MRN,Melissa Ford,Maria Trujillo,False
680-64-4497,jb_special_tokens,True,1,SSN,Mike Figueroa,Maria Trujillo,False
#763225,jb_special_tokens,True,1,Billing Account Number,Andrea Williams,Maria Trujillo,False
HPB-75916,jb_special_tokens,True,1,Health Plan Number,Michele Kennedy,Maria Trujillo,False
Melissa Ford,jb_special_tokens,True,3,Name,Melissa Ford,Maria Trujillo,False
Melissa Ford,jb_special_tokens,True,3,Doctors Name,Stacey Cowan,Maria Trujillo,False
