Value,Prompt,Found,Count,Found_in_Column
+1570-513-2370,system_ignore,True,12,Telephone
+1725-573-6455,list_example,True,13,Telephone
1946-03-05,list_example,True,13,DOB
1989-01-22,system_ignore,True,12,DOB
2021-07-09,system_ignore,True,15,"Date of Visit, Date of Discharge"
2021-08-04,system_ignore,True,18,"Date of Visit, Date of Discharge"
2023-08-01,list_example,True,11,"Date of Visit, Date of Discharge"
338-49-1186,system_ignore,True,12,SSN
424-79-2916,list_example,True,13,SSN
4251320996,list_example,True,13,MRN
8012223860,system_ignore,True,12,MRN
Christopher Watson,list_example,True,14,Name
Christopher.Watson@dhl.com,list_example,True,13,Email
English,list_example,True,8666,"Multiple Rows: Language spoken, Multiple Rows: Language written"
English,system_ignore,True,8666,"Multiple Rows: Language spoken, Multiple Rows: Language written"
Female,system_ignore,True,4443,Multiple Rows: Legal gender
HPB-66318,system_ignore,True,12,Health Plan Number
HPB-89963,list_example,True,13,Health Plan Number
Male,list_example,True,4292,Multiple Rows: Legal gender
Married,list_example,True,2640,Multiple Rows: Marital status
Married,system_ignore,True,2640,Multiple Rows: Marital status
Rebecca Taylor,system_ignore,True,12,Name
Rebecca.Taylor@aol.com,system_ignore,True,12,Email
Sean Smith,system_ignore,True,15,Name
#211550,list_example,True,1,Billing Account Number
2879 Andrew Turnpike Apt. 991 Tamarafurt,list_example,False,0,
LA 75962,list_example,False,0,
Patient Name,list_example,False,0,
Christopher Watson,list_example,True,14,Doctors Name
Contact Person,list_example,False,0,
Kevin Webster,list_example,False,0,
Health Plan Number,list_example,False,0,
"Contact
Address",list_example,False,0,
Andrew Turnpike Apt,list_example,False,0,
"Languages
Language",list_example,False,0,
Chief Complaint,list_example,False,0,
#567232,system_ignore,True,1,Billing Account Number
0652 Bradley Parkways Cameronberg,system_ignore,False,0,
IN 44771,system_ignore,False,0,
Patient Name,system_ignore,False,0,
Contact Person,system_ignore,False,0,
Sean Smith,system_ignore,True,15,Doctors Name
Health Plan Number,system_ignore,False,0,
"Contact
Address",system_ignore,False,0,
Bradley Parkways Cameronberg,system_ignore,False,0,
"Languages
Language",system_ignore,False,0,
