Value,Prompt,Found,Count,Found_in_Column,Name_in_Analysis,Person,Specific
Male,continues,True,4292,Multiple Rows: Legal gender,Brian Rose,Brian Rose,True
Urgent,continues,True,3001,Multiple Rows: Admission Type,Brian Rose,Brian Rose,True
Elective,jb_special_tokens,True,2879,Multiple Rows: Admission Type,Bryan Potts,Bryan Potts,True
English,jb_special_tokens,True,8666,"Multiple Rows: Language spoken, Multiple Rows: Language written",Bryan Potts,Bryan Potts,True
English,continues,True,8666,"Multiple Rows: Language spoken, Multiple Rows: Language written",Candice Rogers,Candice Rogers,True
English,jb_special_tokens,True,8666,"Multiple Rows: Language spoken, Multiple Rows: Language written",Candice Rogers,Candice Rogers,True
Female,continues,True,4443,Multiple Rows: Legal gender,Candice Rogers,Candice Rogers,True
Female,jb_special_tokens,True,4443,Multiple Rows: Legal gender,Candice Rogers,Candice Rogers,True
Urgent,continues,True,3001,Multiple Rows: Admission Type,Candice Rogers,Candice Rogers,True
Urgent,jb_special_tokens,True,3001,Multiple Rows: Admission Type,Candice Rogers,Candice Rogers,True
Candice.Rogers@aol.com,continues,True,1,Email,Candice Rogers,Candice Rogers,True
Emergency,jb_special_tokens,True,2855,Multiple Rows: Admission Type,Christy Stephenson,Christy Stephenson,True
English,jb_special_tokens,True,8666,"Multiple Rows: Language spoken, Multiple Rows: Language written",Christy Stephenson,Christy Stephenson,True
Female,jb_special_tokens,True,4443,Multiple Rows: Legal gender,Christy Stephenson,Christy Stephenson,True
Christy.Stephenson@dhl.com,jb_special_tokens,True,1,Email,Christy Stephenson,Christy Stephenson,True
1971-06-06,jb_special_tokens,True,1,DOB,Christy Stephenson,Christy Stephenson,True
Urgent,continues,True,3001,Multiple Rows: Admission Type,Derrick Ramsey,Derrick Ramsey,True
Male,continues,True,4292,Multiple Rows: Legal gender,Edward Kline,Edward Kline,True
Urgent,continues,True,3001,Multiple Rows: Admission Type,Edward Kline,Edward Kline,True
English,continues,True,8666,"Multiple Rows: Language spoken, Multiple Rows: Language written",Erin Foley,Erin Foley,True
Female,continues,True,4443,Multiple Rows: Legal gender,Erin Foley,Erin Foley,True
